EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3623,Jocelyn,Kline,11-Feb-19,,Production Technician II,Elizabeth Burton,jocelyn.kline@bilearner.com,EW,Active,Part-Time,Zone A,Full-Time,"Production       ",Engineers,25-04-1958,MA,Engineer,Female,47289,Asian,Divorced,Fully Meets,3
3640,Kale,House,07-Jan-23,,Production Technician I,Gina Leon,kale.house@bilearner.com,SVG,Active,Contract,Zone A,Temporary,"Production       ",Field Operations,21-09-2000,MA,Foreman,Female,48077,Asian,Divorced,Fully Meets,3
3643,Issac,Whitehead,16-Apr-20,,Production Technician I,Eric Calderon,issac.whitehead@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,"Production       ",Catv,22-03-1961,MA,Laborer,Male,9287,Asian,Single,Fully Meets,3
3646,Brenton,Rodriguez,22-Apr-23,,Production Technician II,Sara Bullock,brenton.rodriguez@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,"Production       ",Splicing,01-01-1968,MA,Splicer,Female,77551,Hispanic,Widowed,Fully Meets,3
3647,Nathen,Arias,28-Dec-20,30-Jan-21,Production Technician II,Craig Leblanc,nathen.arias@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Part-Time,"Production       ",Engineers,24-07-1966,MA,Engineer,Female,20847,Black,Single,Fully Meets,3
3648,Keyon,Hensley,23-Feb-22,,Production Technician II,Peter Smith,keyon.hensley@bilearner.com,MSC,Active,Contract,Zone A,Full-Time,"Production       ",Aerial,27-06-1948,MA,Lineman,Female,76615,Other,Divorced,Exceeds,4
3649,Elisha,Ruiz,13-Aug-22,,Production Technician II,Stephen Green,elisha.ruiz@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,"Production       ",Field Operations,06-06-1968,MA,Technician,Female,26602,White,Married,Exceeds,4
3654,Cassius,Gates,23-Nov-22,,Production Technician I,Jody Cox,cassius.gates@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,"Production       ",Aerial,30-03-1995,MA,Lineman,Male,17975,Asian,Divorced,Exceeds,4
3659,Kaylee,Baldwin,02-Oct-19,13-Oct-19,Production Technician I,Eric Powell,kaylee.baldwin@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,30-10-1989,MA,Engineer,Male,86746,Other,Divorced,Exceeds,1
3660,Aron,Hester,24-May-19,,Production Technician I,Joel Browning,aron.hester@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,"Production       ",Field Operations,21-06-1974,MA,Supervisor,Male,73540,Hispanic,Single,Exceeds,3
3666,Davin,Peters,29-Apr-22,21-Jan-23,Production Technician I,Melissa Shaw,davin.peters@bilearner.com,TNS,Active,Full-Time,Zone A,Full-Time,"Production       ",Field Operations,19-05-1956,MA,Laborer,Male,16052,Hispanic,Single,Fully Meets,3
3669,Tyler,Hines,28-Mar-20,12-Mar-23,Production Technician I,Joshua Francis,tyler.hines@bilearner.com,CCDR,Voluntarily Terminated,Contract,Zone A,Temporary,"Production       ",Finance & Accounting,16-01-1967,MA,Clerk,Male,81928,Black,Widowed,Fully Meets,3
3670,Sandra,Atkinson,11-Aug-22,27-Mar-23,Production Technician II,Walter Shaw,sandra.atkinson@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,"Production       ",Billable Consultants,17-01-1969,MA,Engineer,Female,14006,Hispanic,Widowed,Needs Improvement,3
3671,Simone,Hayes,26-Jan-23,19-Jun-23,Production Technician II,Alexander Roberts,simone.hayes@bilearner.com,EW,Voluntarily Terminated,Part-Time,Zone A,Temporary,"Production       ",Splicing,29-12-1989,MA,Splicer,Female,45376,Asian,Divorced,Needs Improvement,3
3672,Rhett,Valenzuela,14-Jan-19,,Production Technician II,Aaron Holland,rhett.valenzuela@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,"Production       ",General - Con,24-02-1991,MA,Foreman,Female,44501,Asian,Divorced,Fully Meets,3
3677,Dayami,Bailey,01-Oct-22,,Production Technician I,Matthew Hughes,dayami.bailey@bilearner.com,CCDR,Active,Full-Time,Zone A,Full-Time,"Production       ",Field Operations,04-02-1960,MA,Supervisor,Male,27462,Hispanic,Single,Fully Meets,3
3678,Ramon,Fleming,22-Jul-21,,Production Technician I,Chad Ramirez,ramon.fleming@bilearner.com,SVG,Active,Full-Time,Zone A,Full-Time,"Production       ",General - Eng,24-05-1999,MA,Drafter,Male,65321,Asian,Single,Fully Meets,3
3679,Pedro,Harrison,14-Dec-19,,Production Technician I,Erica Moore,pedro.harrison@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,"Production       ",Engineers,16-07-1989,MA,Engineer,Male,54017,Asian,Divorced,Fully Meets,3
3686,Carly,Figueroa,25-Apr-21,12-Dec-22,Production Technician I,Jesse Farmer,carly.figueroa@bilearner.com,BPC,Future Start,Part-Time,Zone A,Full-Time,"Production       ",Engineers,20-04-1998,MA,Director,Male,67909,White,Single,Exceeds,1
3689,Rashad,Wells,16-Jul-21,,Production Technician I,Jonathan Gutierrez,rashad.wells@bilearner.com,EW,Active,Contract,Zone A,Temporary,"Production       ",Field Operations,29-12-1960,MA,Laborer,Male,95832,Asian,Married,Exceeds,3
3690,Jaylene,Deleon,04-Aug-20,27-Feb-21,Production Technician I,Adam Barber,jaylene.deleon@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,"Production       ",Yard (Material Handling),14-11-1950,MA,Laborer,Male,60287,White,Single,Needs Improvement,3
3694,Nickolas,West,05-Nov-19,16-Apr-22,Production Technician II,Sue Harper,nickolas.west@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,11-03-1961,MA,Specialist,Female,94278,Hispanic,Married,PIP,4
3697,Sonia,Skinner,28-Jun-20,,Production Technician II,Connor Galloway,sonia.skinner@bilearner.com,PYZ,Active,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,26-12-1992,MA,Technician,Female,51256,Other,Single,PIP,4
3698,Julien,Banks,22-Mar-23,30-May-23,Production Technician II,Savannah Weber,julien.banks@bilearner.com,WBL,Active,Full-Time,Zone A,Full-Time,"Production       ",Catv,12-06-1984,MA,Foreman,Female,16462,Hispanic,Married,PIP,3
3700,Brenden,Nash,24-Oct-19,,Production Technician I,Wendy Rogers,brenden.nash@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,"Production       ",Wireline Construction,12-04-1988,MA,Supervisor,Male,93840,Hispanic,Divorced,PIP,1
3703,Addisyn,Guerrero,31-Aug-20,26-Jun-22,Production Technician I,Cory Lee,addisyn.guerrero@bilearner.com,EW,Active,Part-Time,Zone A,Part-Time,"Production       ",Engineers,15-02-1951,MA,Engineer,Female,87563,White,Widowed,Exceeds,4
3705,Marcos,Gallagher,21-Nov-20,09-Apr-23,Production Technician I,Bridget Little,marcos.gallagher@bilearner.com,BPC,Active,Full-Time,Zone A,Part-Time,"Production       ",General - Sga,27-05-1967,MA,Vp,Female,88723,White,Single,Exceeds,3
3711,Marlene,Bates,17-Jul-21,,Production Technician I,David Bowman,marlene.bates@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,"Production       ",Finance & Accounting,03-01-1981,MA,Administrative,Female,36588,Black,Single,Needs Improvement,1
3715,Jake,White,12-Sep-21,,Production Technician I,Dawn Mendoza,jake.white@bilearner.com,BPC,Active,Contract,Zone A,Full-Time,"Production       ",Project Management - Con,05-03-1976,MA,Coordinator,Male,27233,Black,Widowed,Fully Meets,4
3716,Chaim,Chase,31-Jul-22,18-Feb-23,Production Technician II,David Goodman,chaim.chase@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Full-Time,"Production       ",General - Con,27-06-1993,MA,Laborer,Female,5569,Black,Married,Fully Meets,1
3723,Elliana,Villanueva,29-Apr-22,16-Jul-22,Production Technician I,Ryan Downs,elliana.villanueva@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone A,Temporary,"Production       ",Wireline Construction,30-08-1972,MA,Laborer,Male,46742,Asian,Married,Fully Meets,3
3726,Averi,Stevenson,13-Jul-20,18-Sep-21,Production Technician I,Sandra Richardson,averi.stevenson@bilearner.com,EW,Active,Contract,Zone A,Full-Time,"Production       ",General - Con,25-07-1995,MA,Lineman,Female,36688,Other,Married,Fully Meets,4
3728,Aydan,Robbins,23-Dec-21,,Production Technician I,Tamara Grant,aydan.robbins@bilearner.com,TNS,Active,Contract,Zone A,Part-Time,"Production       ",Splicing,07-02-1967,MA,Laborer,Male,39843,Hispanic,Divorced,Fully Meets,5
3736,Carsen,Wheeler,18-Oct-20,22-Mar-23,Production Technician I,Kimberly Soto,carsen.wheeler@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,"Production       ",Wireline Construction,02-07-1976,MA,Laborer,Male,95345,Other,Married,Fully Meets,2
3738,Kaitlynn,Blair,15-Apr-22,09-Jan-23,Production Technician II,Steven Carter,kaitlynn.blair@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone A,Temporary,"Production       ",General - Con,03-09-2000,MA,Lineman,Female,21015,Hispanic,Widowed,Fully Meets,3
3741,Clark,Blanchard,27-Feb-23,28-Mar-23,Production Technician II,Brittany Marshall,clark.blanchard@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Temporary,"Production       ",Field Operations,14-09-1948,MA,Engineer,Female,47025,Hispanic,Widowed,Fully Meets,1
3742,Gabriel,Pearson,22-Sep-21,15-May-23,Production Technician II,Ryan Anderson,gabriel.pearson@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,"Production       ",Field Operations,12-09-1981,MA,Manager,Female,81011,Asian,Married,Fully Meets,2
3743,Mercedes,Cook,30-May-20,,Production Technician I,Stephanie Valdez,mercedes.cook@bilearner.com,WBL,Active,Contract,Zone A,Part-Time,"Production       ",General - Con,13-09-1950,MA,Locator,Male,13394,Black,Married,Fully Meets,2
3749,Kayden,Soto,16-Feb-21,,Production Technician I,Samantha Pugh,kayden.soto@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,"Production       ",Project Management - Eng,02-05-1985,MA,Planner,Female,27488,Other,Married,Fully Meets,4
3751,Arthur,Mitchell,15-Oct-21,,Production Technician I,Eric Knight,arthur.mitchell@bilearner.com,TNS,Active,Contract,Zone A,Full-Time,"Production       ",Aerial,24-12-1972,MA,Model Assistant,Male,32547,Other,Single,Fully Meets,3
3752,Deven,Morse,06-Jul-22,,Production Technician I,Morgan Ross,deven.morse@bilearner.com,PYZ,Active,Full-Time,Zone A,Temporary,"Production       ",Engineers,12-10-1954,MA,Engineer,Male,11664,White,Divorced,Fully Meets,2
3756,Junior,Bridges,24-May-21,,Production Technician I,Melissa Hernandez,junior.bridges@bilearner.com,BPC,Active,Full-Time,Zone A,Temporary,"Production       ",Field Operations,01-06-1944,MA,Driller,Female,13669,Hispanic,Married,Fully Meets,3
3758,Heath,Hodges,16-Nov-22,24-Jun-23,Production Technician I,Alejandro Palmer,heath.hodges@bilearner.com,SVG,Voluntarily Terminated,Contract,Zone A,Temporary,"Production       ",Engineers,20-12-1946,MA,Engineer,Male,76897,Other,Divorced,Fully Meets,3
3760,Ryan,Tate,24-Aug-21,,Production Technician I,Sherry Morris,ryan.tate@bilearner.com,MSC,Active,Full-Time,Zone A,Part-Time,"Production       ",General - Con,12-02-1960,MA,Technician,Male,20814,Other,Widowed,Fully Meets,3
3761,Hazel,Vincent,22-Jun-23,10-Jul-23,Production Technician II,Melissa Conrad,hazel.vincent@bilearner.com,CCDR,Active,Contract,Zone A,Full-Time,"Production       ",General - Sga,23-11-1987,MA,Assistant,Female,75880,Black,Married,Fully Meets,1
3765,Guadalupe,Burke,02-Sep-22,,Production Technician II,Eric Smith,guadalupe.burke@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,"Production       ",Yard (Material Handling),30-06-1969,MA,Runner,Female,36904,Hispanic,Widowed,Fully Meets,3
3766,Elisa,Henry,02-Feb-19,03-Feb-23,Production Technician II,Taylor Morris,elisa.henry@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,"Production       ",Yard (Material Handling),10-03-1943,MA,Manager,Female,10110,Black,Widowed,Fully Meets,3
