EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3319,Madelynn,Murillo,09-Oct-19,,Production Technician II,Bradley Snyder,madelynn.murillo@bilearner.com,NEL,Active,Full-Time,Zone B,Temporary,"Production       ",Field Operations,25-01-1963,MA,Laborer,Female,34874,Hispanic,Married,Fully Meets,3
3321,Tatum,Terrell,17-Feb-19,,Production Technician II,Eric Aguilar,tatum.terrell@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,"Production       ",Engineers,11-01-1986,MA,Technician,Male,37576,White,Single,Fully Meets,2
3322,Roland,Berg,31-Jul-20,27-Sep-22,Production Technician II,Kathleen Bowen,roland.berg@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Full-Time,"Production       ",Aerial,09-10-1943,MA,Lineman,Male,25557,White,Single,Fully Meets,4
3329,Gabriel,Smith,24-Oct-20,,Production Technician I,Robert Rogers,gabriel.smith@bilearner.com,PL,Active,Part-Time,Zone B,Full-Time,"Production       ",General - Sga,08-10-1978,MA,Coordinator,Male,90483,Hispanic,Divorced,Fully Meets,4
3332,Will,Morse,29-Oct-22,,Production Technician I,Rebecca Moreno,will.morse@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,"Production       ",Wireline Construction,06-03-1961,MA,Driver,Female,34868,Other,Widowed,Fully Meets,3
3333,Yael,Sexton,16-May-23,,Production Technician I,Jason Brady,yael.sexton@bilearner.com,EW,Active,Contract,Zone B,Temporary,"Production       ",Field Operations,29-10-1992,MA,Administrative,Male,45740,Hispanic,Single,Fully Meets,3
3334,Brendon,Ryan,30-May-23,,Production Technician I,Jonathan Miller,brendon.ryan@bilearner.com,MSC,Active,Part-Time,Zone B,Part-Time,"Production       ",Project Management - Con,19-05-1989,MA,Drafter,Male,46494,White,Single,Fully Meets,3
3335,Abbigail,Solis,28-Jun-19,16-Dec-21,Production Technician I,Mary Rivera,abbigail.solis@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone B,Temporary,"Production       ",Field Operations,07-04-1992,MA,Driller,Male,38014,Other,Divorced,Fully Meets,3
3344,Justine,Villanueva,29-Aug-21,,Production Technician II,Samantha Green,justine.villanueva@bilearner.com,BPC,Active,Contract,Zone B,Temporary,"Production       ",General - Con,12-03-1958,MA,Lineman,Male,71735,White,Married,Fully Meets,3
3346,Kadyn,Bush,30-Mar-21,12-Feb-22,Production Technician II,Juan Cooper,kadyn.bush@bilearner.com,SVG,Leave of Absence,Part-Time,Zone B,Temporary,"Production       ",Yard (Material Handling),07-04-1957,MA,Lineman,Female,47048,Other,Divorced,Fully Meets,2
3350,Jalen,Richmond,20-Nov-22,,Production Technician I,Samantha Butler,jalen.richmond@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,"Production       ",Project Management - Con,07-01-1973,MA,Technician,Female,41824,Hispanic,Divorced,Fully Meets,5
3352,Aubree,Mooney,22-Feb-23,,Production Technician I,Sarah Walker,aubree.mooney@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,"Production       ",Field Operations,05-04-1986,MA,Groundman,Male,82003,Other,Single,Fully Meets,3
3353,Haven,Donaldson,29-Mar-20,,Production Technician I,Brent Davis,haven.donaldson@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,"Production       ",General - Con,11-06-1978,MA,Lineman,Female,62032,Hispanic,Married,Fully Meets,3
3355,Darryl,Ponce,02-Jan-23,18-Jun-23,Production Technician I,Elizabeth Scott,darryl.ponce@bilearner.com,PL,Active,Contract,Zone B,Part-Time,"Production       ",Aerial,23-02-1991,MA,Technician,Female,34876,White,Divorced,Fully Meets,5
3357,Sidney,Hooper,30-Aug-22,,Production Technician I,Kevin Fitzgerald,sidney.hooper@bilearner.com,SVG,Active,Full-Time,Zone B,Temporary,"Production       ",Engineers,09-08-1942,MA,Director,Male,78039,Asian,Married,Exceeds,1
3361,Lilianna,Conway,29-Dec-20,23-Feb-22,Production Technician I,Patrick Hart,lilianna.conway@bilearner.com,CCDR,Voluntarily Terminated,Part-Time,Zone B,Temporary,"Production       ",General - Con,04-10-1943,MA,Technician,Female,65806,Other,Single,Exceeds,3
3365,Shania,Flores,02-Dec-20,,Production Technician II,Andre Pacheco,shania.flores@bilearner.com,NEL,Active,Contract,Zone B,Temporary,"Production       ",Project Management - Con,27-06-1948,MA,Laborer,Male,24571,Asian,Divorced,Fully Meets,3
3367,Destiny,Bright,30-May-20,01-Feb-22,Production Technician II,Patricia Doyle,destiny.bright@bilearner.com,BPC,Voluntarily Terminated,Full-Time,Zone B,Full-Time,"Production       ",Field Operations,16-10-1962,MA,Laborer,Male,35065,Other,Single,Exceeds,2
3368,Karli,Parks,14-Nov-19,14-May-23,Production Technician II,Benjamin Cook,karli.parks@bilearner.com,CCDR,Leave of Absence,Part-Time,Zone B,Part-Time,"Production       ",Field Operations,07-02-1990,MA,Apprentice,Male,61176,Black,Married,Exceeds,5
3375,Sharon,Beltran,08-Jun-20,13-Jul-21,Production Technician I,Kathy Kelley,sharon.beltran@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone B,Full-Time,"Production       ",Engineers,20-09-1999,MA,Program Manager,Female,58194,Black,Divorced,Exceeds,3
3376,Maren,Anderson,06-Jul-23,,Production Technician I,Christopher Sexton,maren.anderson@bilearner.com,PL,Active,Part-Time,Zone B,Temporary,"Production       ",Field Operations,11-11-1986,MA,Technician,Female,7445,Asian,Single,Exceeds,5
3378,Enzo,Carney,26-May-21,,Production Technician I,Joshua Burton,enzo.carney@bilearner.com,CCDR,Active,Contract,Zone B,Temporary,"Production       ",General - Con,04-09-1993,MA,Technician,Female,53521,White,Single,Exceeds,3
3390,Lizeth,Middleton,21-Oct-22,05-Jan-23,Production Technician II,Joanna Nguyen,lizeth.middleton@bilearner.com,CCDR,Leave of Absence,Part-Time,Zone B,Temporary,"Production       ",Billable Consultants,10-01-1969,MA,Engineer,Female,90024,Hispanic,Married,Fully Meets,1
3392,Dakota,Lowery,18-Nov-19,22-Sep-21,Production Technician II,Sean Walsh,dakota.lowery@bilearner.com,EW,Voluntarily Terminated,Full-Time,Zone B,Full-Time,"Production       ",General - Con,29-02-1988,MA,Technician,Female,14864,Other,Single,Fully Meets,2
3393,Skyla,Santiago,25-Aug-18,,Production Technician I,Jerry Gilbert,skyla.santiago@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,"Production       ",General - Con,04-06-1942,MA,Flagger,Female,33532,Hispanic,Married,Needs Improvement,3
3394,Harley,Beard,24-May-21,,Production Technician I,Meghan Green,harley.beard@bilearner.com,WBL,Active,Contract,Zone B,Temporary,"Production       ",Field Operations,03-06-1949,MA,Technician,Male,37566,Black,Divorced,Fully Meets,2
3396,Stephen,Mcmillan,05-Apr-21,29-Nov-21,Production Technician I,Stephanie Petty,stephen.mcmillan@bilearner.com,SVG,Voluntarily Terminated,Part-Time,Zone B,Full-Time,"Production       ",General - Con,30-11-1949,MA,Foreman,Female,49024,Asian,Married,Fully Meets,4
3399,Corinne,Reeves,05-Jun-22,01-Jun-23,Production Technician I,Paige Savage,corinne.reeves@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,"Production       ",Aerial,25-02-1984,MA,Lineman,Female,16715,White,Widowed,Fully Meets,2
3405,Selina,Jefferson,13-Jan-20,21-Oct-22,Production Technician I,Karen Lin,selina.jefferson@bilearner.com,WBL,Leave of Absence,Contract,Zone B,Full-Time,"Production       ",Field Operations,02-03-1979,MA,Engineer,Female,12351,White,Single,Fully Meets,1
3408,Rose,Mcguire,15-Dec-22,25-Apr-23,Production Technician II,Nicole Holland,rose.mcguire@bilearner.com,NEL,Voluntarily Terminated,Contract,Zone B,Full-Time,"Production       ",Field Operations,07-01-1965,MA,Supervisor,Male,67579,Asian,Divorced,Fully Meets,3
3409,Brenton,Zavala,08-Oct-22,04-Feb-23,Production Technician II,Jonathan Brown,brenton.zavala@bilearner.com,PL,Active,Contract,Zone B,Full-Time,"Production       ",Yard (Material Handling),15-03-1943,MA,Laborer,Male,82704,Asian,Divorced,Fully Meets,4
3411,Brenda,Boone,06-Oct-22,,Production Technician II,Howard Ryan,brenda.boone@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,"Production       ",General - Eng,20-03-1949,MA,Administrative,Female,24028,Asian,Single,Fully Meets,2
3413,Jovanny,Matthews,25-Nov-19,,Production Technician II,Jackson Ward,jovanny.matthews@bilearner.com,EW,Active,Contract,Zone B,Temporary,"Production       ",Field Operations,15-12-1962,MA,Laborer,Female,74549,White,Single,Fully Meets,5
3416,Aron,Waters,02-Oct-20,,Production Technician I,Amanda Fisher,aron.waters@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,"Production       ",Finance & Accounting,18-12-1992,MA,Director,Male,46381,Asian,Married,Fully Meets,2
3418,Karma,Palmer,14-Oct-22,,Production Technician I,Nicholas Price,karma.palmer@bilearner.com,EW,Active,Part-Time,Zone B,Temporary,"Production       ",General - Con,12-08-1996,MA,Coordinator,Female,40277,Asian,Widowed,Fully Meets,4
3424,Annabel,Wilkins,09-Dec-20,04-Aug-22,Production Technician I,Mr. James Castillo,annabel.wilkins@bilearner.com,TNS,Voluntarily Terminated,Contract,Zone B,Temporary,"Production       ",Wireline Construction,27-01-1997,MA,Laborer,Male,6608,White,Single,Fully Meets,2
3425,Kendra,Braun,28-May-19,23-Oct-21,Production Technician I,Michael Woods,kendra.braun@bilearner.com,WBL,Voluntarily Terminated,Contract,Zone B,Full-Time,"Production       ",Aerial,28-05-1954,MA,Foreman,Female,3807,Hispanic,Divorced,Fully Meets,2
3426,Chace,Kerr,27-Apr-22,,Production Technician I,Javier Mccall,chace.kerr@bilearner.com,BPC,Active,Full-Time,Zone B,Temporary,"Production       ",Field Operations,11-09-1990,MA,Warehouse Technician,Female,57487,White,Married,Fully Meets,2
3427,Uriah,Bridges,20-Sep-19,,Production Technician I,Peter Oneill,uriah.bridges@bilearner.com,CCDR,Active,Contract,Zone C,Temporary,"Production       ",Finance & Accounting,07-10-1969,MA,Accounting,Female,34904,White,Widowed,Fully Meets,4
3434,Sharlene,Terry,06-Nov-20,29-Jan-23,Area Sales Manager,Tracy Marquez,sharlene.terry@bilearner.com,CCDR,Active,Contract,Zone C,Full-Time,Sales,Engineers,07-03-1957,OR,Engineer,Female,97756,White,Divorced,Fully Meets,2
3438,Dheepa,Nguyen,10-Aug-18,04-Nov-19,Area Sales Manager,Brian Miller,dheepa.nguyen@bilearner.com,MSC,Active,Full-Time,Zone C,Temporary,Sales,General - Con,06-04-1948,GA,Technician,Female,30428,Asian,Married,Fully Meets,3
3443,Kristen,Tate,05-Apr-21,12-May-23,Area Sales Manager,Lauren Jones,kristen.tate@bilearner.com,WBL,Active,Full-Time,Zone C,Part-Time,IT/IS,Project Management - Con,08-04-1994,KY,Coordinator,Male,2621,Asian,Widowed,Fully Meets,3
3445,Reid,Park,16-Jan-21,,Area Sales Manager,Michelle Mitchell,reid.park@bilearner.com,PL,Active,Contract,Zone C,Full-Time,Sales,Project Management - Con,07-12-1985,KY,Supervisor,Female,5360,Other,Married,Exceeds,4
3447,Mariela,Schultz,26-May-20,18-Jun-23,Area Sales Manager,Michelle Evans MD,mariela.schultz@bilearner.com,CCDR,Future Start,Part-Time,Zone C,Part-Time,Sales,General - Con,17-02-1964,TX,Technician,Female,43481,Asian,Widowed,Fully Meets,3
3450,Reilly,Moyer,01-Sep-20,04-Dec-22,Area Sales Manager,Stanley Harvey,reilly.moyer@bilearner.com,MSC,Active,Contract,Zone C,Temporary,Sales,Field Operations,11-08-1994,CO,Operator,Male,11765,Other,Single,Exceeds,2
3451,Carlee,French,18-Feb-21,11-Nov-22,Area Sales Manager,Michael Bradshaw,carlee.french@bilearner.com,TNS,Active,Contract,Zone C,Full-Time,Sales,General - Con,15-01-1968,CO,Technician,Male,71071,Other,Divorced,Exceeds,3
3453,Bridger,Carter,13-Oct-22,,Area Sales Manager,Elizabeth Taylor,bridger.carter@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Sales,Fielders,07-04-1982,MA,Engineer,Male,87065,White,Widowed,Fully Meets,4
3454,Leon,Beard,11-Sep-22,,Area Sales Manager,Brian Dunlap,leon.beard@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,IT/IS,General - Con,29-01-1970,KY,Foreman,Male,10415,Hispanic,Married,Needs Improvement,4
3455,Charity,Miranda,29-Jun-21,05-Jul-22,Area Sales Manager,Daniel Rodriguez,charity.miranda@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Sales,Project Management - Eng,18-01-1999,KY,Manager,Male,3763,Other,Widowed,Exceeds,4
3461,Lincoln,Compton,18-Jul-19,01-Oct-21,Area Sales Manager,Tammy Conner,lincoln.compton@bilearner.com,EW,Future Start,Full-Time,Zone C,Part-Time,Sales,General - Con,29-12-1997,CO,Foreman,Male,78046,Hispanic,Married,Needs Improvement,1
3466,Clayton,Walker,13-Apr-22,10-Apr-23,Area Sales Manager,Jon Holden,clayton.walker@bilearner.com,PYZ,Active,Part-Time,Zone C,Full-Time,IT/IS,Aerial,26-01-1979,KY,Supervisor,Male,64288,Other,Married,Exceeds,4
3470,Esteban,Gilbert,14-Nov-18,28-Oct-19,Area Sales Manager,Gail Ali,esteban.gilbert@bilearner.com,BPC,Future Start,Contract,Zone C,Part-Time,Sales,Field Operations,31-05-1997,TX,Technician,Female,12491,Black,Married,Needs Improvement,3
3471,Jonathan,Adkins,29-Feb-20,,Area Sales Manager,John Marshall,jonathan.adkins@bilearner.com,CCDR,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,03-01-1967,TX,Foreman,Male,64350,Asian,Married,Fully Meets,4
3472,Nevaeh,Soto,15-Jan-23,,Area Sales Manager,Jessica Chang,nevaeh.soto@bilearner.com,SVG,Active,Contract,Zone C,Full-Time,Sales,Project Management - Con,12-01-1982,TX,Director,Male,74124,Other,Married,Exceeds,4
3475,Vance,Trujillo,21-Sep-21,13-Apr-23,Area Sales Manager,Rebecca Simpson,vance.trujillo@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Sales,General - Con,25-12-1957,IN,Foreman,Male,90406,Asian,Widowed,Fully Meets,2
3478,Thomas,Chandler,17-Sep-18,09-Jan-19,Area Sales Manager,Richard Hodges,thomas.chandler@bilearner.com,WBL,Active,Full-Time,Zone C,Temporary,Sales,Wireline Construction,10-10-1957,KY,Groundman,Female,45149,Hispanic,Married,Fully Meets,2
3480,Jerimiah,Harmon,08-Sep-22,16-Oct-22,Area Sales Manager,Eric King,jerimiah.harmon@bilearner.com,PL,Future Start,Full-Time,Zone C,Temporary,Sales,Catv,09-08-1946,TX,Supervisor,Female,75671,Black,Widowed,Fully Meets,1
3481,Leland,Allen,07-Mar-19,31-May-21,Area Sales Manager,Brandon Harris,leland.allen@bilearner.com,BPC,Future Start,Full-Time,Zone C,Part-Time,Sales,Wireline Construction,11-12-1965,TX,Splicer,Male,61149,Other,Widowed,Fully Meets,4
3485,Jaiden,Johnson,26-Oct-21,,Area Sales Manager,Patricia Smith,jaiden.johnson@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,Sales,Field Operations,22-08-1994,CO,Laborer,Male,23173,White,Widowed,Fully Meets,5
3486,Brendon,Mcconnell,31-Oct-22,08-Jun-23,Area Sales Manager,Victoria Krause,brendon.mcconnell@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Sales,Fielders,14-11-1990,IN,Engineer,Male,19665,Other,Widowed,Fully Meets,4
3492,Vicente,Merritt,26-Nov-19,,Area Sales Manager,Ashley Smith,vicente.merritt@bilearner.com,PL,Active,Full-Time,Zone C,Full-Time,Sales,General - Con,08-01-1993,CO,Clerk,Male,31676,Asian,Married,Fully Meets,1
3493,Hugo,Clay,15-Jul-19,,Area Sales Manager,Eric Taylor,hugo.clay@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,Sales,Project Management - Con,17-04-1984,CO,Project Manager,Male,28784,Asian,Widowed,Fully Meets,5
3497,Graham,Rodriguez,08-Dec-21,,Area Sales Manager,Kendra Murray,graham.rodriguez@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Sales,Project Management - Con,18-02-1981,OR,Lineman,Female,58210,Hispanic,Widowed,Fully Meets,1
3499,Maci,Frost,25-Sep-18,20-Dec-21,Area Sales Manager,Patrick Daniel,maci.frost@bilearner.com,WBL,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,16-01-1971,KY,Technician,Female,61457,Asian,Widowed,Fully Meets,5
3502,Eugene,Marks,01-Oct-19,,Area Sales Manager,Angela Morris,eugene.marks@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Sales,Splicing,29-06-1976,TX,Electrician,Male,49914,White,Married,Fully Meets,1
3509,Cruz,Boyer,14-Apr-21,,Area Sales Manager,Marcus Hunt,cruz.boyer@bilearner.com,BPC,Active,Part-Time,Zone C,Full-Time,Sales,General - Sga,04-11-1977,KY,Project Controls,Female,75993,Black,Married,Fully Meets,2
3512,Tyrone,Sosa,17-Apr-23,22-Jun-23,Area Sales Manager,Lindsay Chang,tyrone.sosa@bilearner.com,NEL,Future Start,Contract,Zone C,Temporary,Sales,Yard (Material Handling),25-10-1996,TX,Coordinator,Female,58860,Black,Single,Fully Meets,2
3513,Damaris,Cisneros,02-Sep-22,24-May-23,Area Sales Manager,Sharon Ruiz,damaris.cisneros@bilearner.com,PL,Future Start,Contract,Zone C,Temporary,Sales,General - Con,13-11-1959,TX,Laborer,Male,93051,Other,Married,Fully Meets,5
3519,Elaine,Ewing,19-Dec-21,02-Mar-22,Area Sales Manager,Dan Hernandez,elaine.ewing@bilearner.com,TNS,Active,Part-Time,Zone C,Temporary,Sales,Aerial,28-03-1951,CA,Groundman,Male,17123,Hispanic,Widowed,Fully Meets,2
3520,Caiden,Munoz,13-Dec-20,13-Jan-23,Area Sales Manager,Teresa Daniel,caiden.munoz@bilearner.com,TNS,Active,Full-Time,Zone C,Temporary,Sales,Project Management - Con,01-03-1963,ND,Manager,Female,18983,Black,Divorced,Fully Meets,1
3521,Jocelyn,Bradford,26-Feb-19,,Area Sales Manager,Melissa Decker,jocelyn.bradford@bilearner.com,WBL,Active,Contract,Zone C,Part-Time,Sales,General - Con,16-04-1949,KY,Electrician,Female,51795,Asian,Divorced,Fully Meets,4
3522,Marques,Armstrong,02-Mar-20,,Area Sales Manager,Michael Nguyen,marques.armstrong@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,Sales,Splicing,12-10-1983,KY,Splicer,Female,34369,Other,Single,Fully Meets,1
3528,Kymani,Benjamin,13-Oct-22,,Area Sales Manager,William Ayala,kymani.benjamin@bilearner.com,PYZ,Active,Full-Time,Zone C,Part-Time,Sales,Finance & Accounting,13-12-1991,CO,Accounting,Male,10790,Hispanic,Widowed,Fully Meets,2
3529,Callum,Mcdaniel,03-Jan-20,24-Aug-20,Area Sales Manager,Samuel Moore,callum.mcdaniel@bilearner.com,SVG,Active,Part-Time,Zone C,Full-Time,Sales,Field Operations,18-06-1994,IN,Top Hand,Male,67282,Hispanic,Single,Fully Meets,2
3531,Ronnie,Mayer,17-Jun-23,,Area Sales Manager,Dylan Blake,ronnie.mayer@bilearner.com,WBL,Active,Full-Time,Zone C,Full-Time,Sales,Project Management - Con,18-05-1943,CA,Project Manager,Male,18409,Black,Divorced,Fully Meets,1
3536,Aylin,Berg,06-Aug-22,,Area Sales Manager,Thomas Holmes,aylin.berg@bilearner.com,WBL,Active,Contract,Zone C,Temporary,Sales,General - Sga,02-01-1989,GA,Administrative,Female,89169,Black,Single,Fully Meets,2
3537,Neveah,Rowe,28-May-22,24-Feb-23,Area Sales Manager,Dawn Perez,neveah.rowe@bilearner.com,NEL,Future Start,Contract,Zone C,Part-Time,Sales,Field Operations,11-07-1954,TX,Foreman,Male,63882,Hispanic,Married,Fully Meets,2
3538,Keith,Baxter,16-Jun-19,05-Mar-22,Area Sales Manager,Diane Parker,keith.baxter@bilearner.com,PL,Future Start,Part-Time,Zone C,Part-Time,Sales,Fielders,29-08-1959,TX,Engineer,Male,62328,Asian,Widowed,Fully Meets,2
3539,Chaz,Bruce,08-Dec-19,,Area Sales Manager,John Johnson,chaz.bruce@bilearner.com,BPC,Active,Full-Time,Zone C,Temporary,Sales,General - Con,27-11-1983,CO,Foreman,Male,74448,Hispanic,Single,Fully Meets,5
3545,Ryann,Rubio,07-Mar-22,,Area Sales Manager,Andres Jones,ryann.rubio@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,IT/IS,Field Operations,28-01-1943,OR,Locator,Female,9733,Black,Widowed,Fully Meets,1
3549,Ryan,Lynch,15-Oct-18,18-Oct-20,Area Sales Manager,Tracy Castro MD,ryan.lynch@bilearner.com,TNS,Active,Full-Time,Zone C,Full-Time,Sales,Field Operations,17-03-1955,GA,Technician,Female,72975,Black,Divorced,Fully Meets,2
3550,Charlie,Atkinson,26-Nov-21,14-Oct-22,Area Sales Manager,Jennifer Hicks,charlie.atkinson@bilearner.com,SVG,Future Start,Part-Time,Zone C,Temporary,Sales,Wireline Construction,26-03-1988,TX,Billing,Male,57754,White,Divorced,Fully Meets,1
3551,Emery,Roach,11-Aug-18,,Area Sales Manager,Victoria Bailey,emery.roach@bilearner.com,PYZ,Active,Part-Time,Zone C,Part-Time,Sales,Engineers,04-07-1954,TX,Engineer,Male,81142,Black,Married,Needs Improvement,4
3553,Khalil,Mendez,20-Jan-20,,Area Sales Manager,Regina Martinez,khalil.mendez@bilearner.com,NEL,Active,Contract,Zone C,Temporary,Sales,Field Operations,07-05-1949,CO,Foreman,Male,50379,Black,Divorced,Fully Meets,4
3554,Lizeth,Holland,31-Mar-19,,Area Sales Manager,Tonya Martin,lizeth.holland@bilearner.com,MSC,Active,Part-Time,Zone C,Temporary,Sales,People Services,14-10-1958,IN,Cpo,Male,78385,Asian,Widowed,Fully Meets,1
3555,Matilda,Randall,06-Jan-23,07-May-23,Area Sales Manager,Daniel Wolf,matilda.randall@bilearner.com,EW,Active,Full-Time,Zone C,Temporary,Sales,General - Eng,11-01-1988,IN,Drafter,Female,48104,Hispanic,Widowed,Fully Meets,4
3557,Nicholas,Obrien,13-Feb-19,,Area Sales Manager,Victoria Christian DDS,nicholas.obrien@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,Sales,Field Operations,06-06-1960,MA,Operator,Male,68837,Other,Single,Fully Meets,2
3559,Wilson K,Adinolfi,06-Nov-19,06-Sep-20,Production Technician I,Andrea Gutierrez,wilson k.adinolfi@bilearner.com,NEL,Active,Part-Time,Zone C,Full-Time,"Production       ",Field Operations,18-11-1991,MA,Assistant,Male,1960,White,Single,Fully Meets,2
3560,Joanne,Handschiegl,01-Jun-22,,Production Technician I,Wanda Ross DDS,joanne.handschiegl@bilearner.com,MSC,Active,Contract,Zone C,Full-Time,"Production       ",Field Operations,18-02-1954,MA,Technician,Female,2127,Asian,Divorced,Exceeds,4
3561,Dianna,Blount,28-Mar-23,,Production Technician II,Steven King,dianna.blount@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,"Production       ",General - Con,31-01-1959,MA,Technician,Female,2171,White,Married,Fully Meets,5
3564,Susan,Lundy,26-Jan-19,02-Dec-20,Production Technician II,Diana Johnson,susan.lundy@bilearner.com,SVG,Voluntarily Terminated,Full-Time,Zone C,Temporary,"Production       ",Aerial,07-11-1994,MA,Lineman,Female,2122,White,Divorced,Fully Meets,1
3567,Nader,Barton,04-Mar-23,,Production Technician I,Debra Garcia,nader.barton@bilearner.com,EW,Active,Full-Time,Zone C,Full-Time,"Production       ",General - Sga,02-09-1966,MA,Technician,Male,2747,Asian,Widowed,Fully Meets,4
3571,Marilyn,Linares,07-Jul-22,17-Jul-23,Production Technician I,Dr. Matthew Schmitt,marilyn.linares@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone C,Full-Time,"Production       ",Field Operations,29-08-1947,MA,Engineer,Female,1886,White,Widowed,Fully Meets,4
3577,Miguel,Estremera,15-Sep-19,,Production Technician I,James Rodriguez,miguel.estremera@bilearner.com,BPC,Active,Part-Time,Zone C,Temporary,"Production       ",Field Operations,30-05-1957,MA,Tower Hand,Male,2129,White,Widowed,Fully Meets,4
3579,Constance,Sloan,20-May-21,,Production Technician II,Sean Marsh,constance.sloan@bilearner.com,BPC,Active,Full-Time,Zone C,Part-Time,"Production       ",Field Operations,15-11-1946,MA,Laborer,Female,1851,Asian,Widowed,Needs Improvement,4
3580,Davion,Sanchez,16-Dec-19,,Production Technician I,Kathryn Wilkinson,davion.sanchez@bilearner.com,PYZ,Active,Full-Time,Zone C,Full-Time,"Production       ",Field Operations,21-04-1942,MA,Foreman,Male,41016,Other,Married,Fully Meets,4
