EmpID,FirstName,LastName,StartDate,ExitDate,Title,Supervisor,ADEmail,BusinessUnit,EmployeeStatus,EmployeeType,PayZone,EmployeeClassificationType,DepartmentType,Division,DOB,State,JobFunctionDescription,GenderCode,LocationCode,RaceDesc,MaritalDesc,Performance Score,Current Employee Rating
3298,Tatum,Petty,19-Nov-20,21-May-21,Production Technician II,Sarah Escobar,tatum.petty@bilearner.com,EW,Active,Full-Time,Zone A,Full-Time,"Production       ",Field Operations,10-03-1996,MA,Technician,Female,88404,Hispanic,Widowed,Fully Meets,5
3299,Devyn,Pace,10-Nov-22,,Production Technician II,Tabitha Cunningham,devyn.pace@bilearner.com,MSC,Active,Part-Time,Zone A,Full-Time,"Production       ",Wireline Construction,10-06-1975,MA,Supervisor,Male,51576,White,Widowed,Fully Meets,4
3302,Maya,Mccoy,07-Jun-19,06-Nov-22,Production Technician II,Shawn Johnson,maya.mccoy@bilearner.com,PYZ,Leave of Absence,Full-Time,Zone A,Part-Time,"Production       ",General - Con,25-07-1943,MA,Lineman,Female,77353,Hispanic,Married,Fully Meets,4
3303,Ty,Page,18-Feb-23,,Production Technician II,Kathy York,ty.page@bilearner.com,SVG,Active,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,11-11-1981,MA,Laborer,Female,49310,Black,Single,Fully Meets,3
3304,Destiney,Kirby,02-Apr-19,,Production Technician II,Cynthia Morgan,destiney.kirby@bilearner.com,TNS,Active,Part-Time,Zone A,Temporary,"Production       ",Wireline Construction,07-12-1984,MA,Foreman,Female,71443,Other,Single,Fully Meets,4
3306,Justice,Guerra,24-Sep-22,27-Oct-22,Production Technician I,Angela Terry,justice.guerra@bilearner.com,NEL,Voluntarily Terminated,Full-Time,Zone A,Temporary,"Production       ",Field Operations,31-03-1992,MA,Laborer,Male,78658,White,Married,PIP,4
3311,William,Avila,17-Jun-21,03-Dec-21,Production Technician I,Christina Kennedy,william.avila@bilearner.com,EW,Active,Contract,Zone A,Temporary,"Production       ",Field Operations,12-03-1974,MA,Project Manager,Female,15819,Black,Widowed,Fully Meets,4
3314,German,Hobbs,01-Jan-19,,Production Technician I,Shelly Turner,german.hobbs@bilearner.com,PYZ,Active,Part-Time,Zone A,Temporary,"Production       ",General - Eng,24-09-1955,MA,Project Manager,Male,19525,Other,Widowed,Fully Meets,4
3318,Maddison,Dixon,18-Nov-19,10-Feb-22,Production Technician I,Thomas Figueroa,maddison.dixon@bilearner.com,BPC,Leave of Absence,Part-Time,Zone A,Full-Time,"Production       ",People Services,08-12-1996,MA,Administrator,Male,61532,White,Divorced,Fully Meets,3
3320,Zachery,Moreno,18-May-20,,Production Technician II,Dennis Richards,zachery.moreno@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,"Production       ",General - Con,06-07-1969,MA,Foreman,Male,31303,Other,Divorced,Fully Meets,5
3324,Beatrice,Vance,30-Jun-19,24-Jul-22,Production Technician II,Anna Martinez,beatrice.vance@bilearner.com,EW,Leave of Absence,Part-Time,Zone A,Part-Time,"Production       ",Splicing,04-11-1952,MA,Splicer,Female,11516,Black,Divorced,PIP,3
3325,Andrea,Khan,13-Jul-21,11-Mar-22,Production Technician II,Christopher Blankenship,andrea.khan@bilearner.com,MSC,Voluntarily Terminated,Contract,Zone A,Part-Time,"Production       ",Field Operations,14-10-1993,MA,Technician,Female,19512,White,Single,Fully Meets,3
3326,Keagan,Vaughan,14-Jan-22,,Production Technician I,Jackson Baird,keagan.vaughan@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,"Production       ",General - Con,03-09-1941,MA,Laborer,Male,20146,Hispanic,Divorced,Fully Meets,3
3328,Braylen,Cruz,24-Oct-20,11-Apr-23,Production Technician I,Pamela Carter,braylen.cruz@bilearner.com,NEL,Voluntarily Terminated,Part-Time,Zone A,Full-Time,"Production       ",Engineers,06-02-1961,MA,Engineer,Male,24046,White,Married,Fully Meets,3
3331,Sydney,Chang,24-Mar-19,16-Oct-20,Production Technician I,Stephanie Pierce,sydney.chang@bilearner.com,CCDR,Active,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,06-11-1963,MA,Technician,Female,6014,Other,Single,Fully Meets,2
3336,Sincere,Preston,25-Mar-23,17-May-23,Production Technician I,Eric Huber,sincere.preston@bilearner.com,PYZ,Voluntarily Terminated,Contract,Zone A,Part-Time,"Production       ",General - Con,21-06-1979,MA,Coordinator,Male,75099,Asian,Divorced,Fully Meets,3
3337,Jorge,Pineda,26-Aug-22,,Production Technician I,Michael Avery,jorge.pineda@bilearner.com,WBL,Active,Full-Time,Zone A,Part-Time,"Production       ",Engineers,29-01-1973,MA,Project Manager,Female,12948,Black,Single,Fully Meets,3
3340,Mina,Hancock,29-Nov-22,,Production Technician I,Jamie Murray,mina.hancock@bilearner.com,BPC,Active,Part-Time,Zone A,Full-Time,"Production       ",General - Con,10-05-1961,MA,Technician,Male,87065,White,Married,Fully Meets,3
3343,Seth,Huff,21-Feb-22,26-May-23,Production Technician II,Kari Walker,seth.huff@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,"Production       ",Field Operations,25-11-1965,MA,Mechanic,Male,87930,Hispanic,Married,Fully Meets,4
3348,Ryder,Bray,31-Oct-19,,Production Technician II,Michael Austin,ryder.bray@bilearner.com,MSC,Active,Part-Time,Zone A,Part-Time,"Production       ",General - Con,01-12-1987,MA,Laborer,Female,42857,Asian,Widowed,Fully Meets,2
3349,Taylor,Bonilla,07-Nov-22,,Production Technician I,Sara Figueroa,taylor.bonilla@bilearner.com,WBL,Active,Contract,Zone A,Full-Time,"Production       ",General - Eng,27-02-1959,MA,Drafter,Male,85935,Hispanic,Divorced,Fully Meets,3
3354,Neil,Dunn,09-Aug-21,16-Jun-23,Production Technician I,Michael Brown,neil.dunn@bilearner.com,NEL,Active,Part-Time,Zone A,Temporary,"Production       ",Field Operations,21-04-1961,MA,Laborer,Female,14400,Asian,Single,Fully Meets,3
3358,Johnathan,Mayo,30-Jul-21,03-Dec-22,Production Technician I,Jerry Williams,johnathan.mayo@bilearner.com,TNS,Leave of Absence,Full-Time,Zone A,Part-Time,"Production       ",Field Operations,24-01-2000,MA,Laborer,Male,67062,Black,Divorced,Fully Meets,3
3360,Fatima,Kemp,24-Mar-21,,Production Technician I,Patrick Wood,fatima.kemp@bilearner.com,BPC,Active,Part-Time,Zone A,Part-Time,"Production       ",General - Con,20-05-1974,MA,Safety,Female,4369,Asian,Married,Exceeds,2
3363,Trevor,Barry,30-Mar-22,,Production Technician I,Jack Branch,trevor.barry@bilearner.com,MSC,Active,Part-Time,Zone A,Temporary,"Production       ",Field Operations,26-07-1957,MA,Laborer,Male,31018,Black,Married,Exceeds,5
3364,Marisa,Frank,05-Mar-21,07-Sep-21,Production Technician II,Courtney Chambers,marisa.frank@bilearner.com,WBL,Active,Part-Time,Zone A,Temporary,"Production       ",Engineers,05-06-1960,MA,Technician,Female,42754,Hispanic,Single,Exceeds,3
3369,Mylie,Callahan,27-Jul-22,24-Mar-23,Production Technician II,Jeff Cabrera,mylie.callahan@bilearner.com,SVG,Leave of Absence,Part-Time,Zone A,Temporary,"Production       ",General - Con,29-08-1950,MA,Locator,Female,22374,Other,Single,Exceeds,2
3371,Aliya,Moss,20-Dec-22,22-Mar-23,Production Technician II,Keith Rasmussen,aliya.moss@bilearner.com,MSC,Voluntarily Terminated,Full-Time,Zone A,Full-Time,"Production       ",Wireless,22-11-1970,MA,Manager,Female,5985,Hispanic,Married,Exceeds,3
3373,Karter,Thornton,22-Sep-18,,Production Technician I,Phillip Little,karter.thornton@bilearner.com,PYZ,Active,Contract,Zone A,Temporary,"Production       ",Aerial,06-02-1989,MA,Foreman,Male,35546,Other,Married,Exceeds,2
3374,Ronald,Bullock,24-Sep-22,10-Mar-23,Production Technician I,Thomas Rios,ronald.bullock@bilearner.com,WBL,Voluntarily Terminated,Part-Time,Zone A,Temporary,"Production       ",Field Operations,04-12-1999,MA,Laborer,Male,33903,Hispanic,Divorced,Exceeds,4
3377,Cruz,Ashley,24-Feb-20,13-May-23,Production Technician I,Evan Schultz,cruz.ashley@bilearner.com,BPC,Active,Part-Time,Zone A,Temporary,"Production       ",Splicing,06-09-1989,MA,Foreman,Female,52336,Asian,Widowed,Exceeds,4
3385,Kelly,Fritz,13-Mar-22,,Production Technician I,Cory Lopez,kelly.fritz@bilearner.com,NEL,Active,Part-Time,Zone A,Full-Time,"Production       ",General - Con,10-07-1978,MA,Technician,Female,85739,Other,Divorced,Fully Meets,3
3388,Zoie,Logan,19-Apr-19,,Production Technician II,Heidi Terry,zoie.logan@bilearner.com,PL,Active,Part-Time,Zone A,Temporary,"Production       ",Fielders,17-09-1990,MA,Technician,Male,48911,Black,Divorced,Fully Meets,1
3395,Summer,Barber,09-Jun-21,13-Jan-22,Production Technician I,Penny Campbell DDS,summer.barber@bilearner.com,TNS,Voluntarily Terminated,Part-Time,Zone A,Part-Time,"Production       ",Field Operations,09-02-1975,MA,Driver,Female,88306,Other,Widowed,Needs Improvement,3
3397,Rylan,Garrison,05-Nov-22,,Production Technician I,Alyssa Moore,rylan.garrison@bilearner.com,PYZ,Active,Part-Time,Zone A,Part-Time,"Production       ",Field Operations,27-09-1949,MA,Driller,Female,41302,Asian,Single,Fully Meets,3
3398,Kyler,Cherry,09-Nov-19,03-Sep-22,Production Technician I,Danielle Hanson,kyler.cherry@bilearner.com,PL,Active,Part-Time,Zone A,Full-Time,"Production       ",General - Con,11-12-1956,MA,Technician,Female,63776,Other,Single,Fully Meets,3
3401,Taniya,Kane,10-Nov-21,04-Jun-23,Production Technician I,Scott Powell,taniya.kane@bilearner.com,EW,Leave of Absence,Contract,Zone A,Full-Time,"Production       ",Field Operations,11-04-1973,MA,Laborer,Male,3403,Hispanic,Married,Fully Meets,1
3403,Dillon,Larson,19-Feb-21,15-Nov-22,Production Technician I,Erin Allen,dillon.larson@bilearner.com,BPC,Voluntarily Terminated,Contract,Zone A,Full-Time,"Production       ",Field Operations,03-09-1975,MA,Laborer,Female,66066,Asian,Married,Exceeds,3
3412,Andrea,Walters,28-Dec-19,,Production Technician II,David Abbott,andrea.walters@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,"Production       ",Shop (Fleet),20-03-1991,MA,Mechanic,Female,68155,White,Divorced,Exceeds,3
3415,Julien,Cisneros,09-Sep-22,16-Mar-23,Production Technician I,Jerry Johnson,julien.cisneros@bilearner.com,TNS,Voluntarily Terminated,Full-Time,Zone A,Part-Time,"Production       ",Splicing,14-10-1974,MA,Driver,Male,23971,Hispanic,Widowed,Fully Meets,3
3417,Brayden,Singh,07-Feb-22,,Production Technician I,Clayton Davis,brayden.singh@bilearner.com,CCDR,Active,Part-Time,Zone A,Part-Time,"Production       ",Splicing,26-09-2000,MA,Splicer,Female,71282,Other,Widowed,Fully Meets,1
3420,Levi,Hayden,10-Oct-20,05-Aug-22,Production Technician I,Lynn Smith,levi.hayden@bilearner.com,NEL,Active,Contract,Zone A,Full-Time,"Production       ",Field Operations,10-08-1944,MA,Laborer,Female,18079,Other,Married,Fully Meets,2
3421,Brenden,Leach,09-May-22,08-Sep-22,Production Technician I,Donna Lawson,brenden.leach@bilearner.com,PL,Active,Part-Time,Zone A,Part-Time,"Production       ",Wireless,11-06-1959,MA,Foreman,Female,57340,Other,Divorced,Fully Meets,1
3423,Adyson,Strickland,28-Dec-20,,Production Technician I,Caroline Harris,adyson.strickland@bilearner.com,SVG,Active,Part-Time,Zone A,Full-Time,"Production       ",Engineers,10-06-2001,MA,Engineer,Male,35444,Black,Widowed,Fully Meets,3
3429,Edward,Buck,10-Dec-18,,Area Sales Manager,Crystal Walker,edward.buck@bilearner.com,PL,Active,Full-Time,Zone B,Part-Time,Sales,General - Sga,06-10-1991,MA,Assistant,Male,2330,Hispanic,Widowed,Fully Meets,4
3432,Maruk,Fraval,17-Jan-20,,Area Sales Manager,Sheri Campos,maruk.fraval@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Sales,Field Operations,03-04-1949,CT,Driver,Male,6050,Black,Married,Fully Meets,3
3433,Latia,Costa,06-Apr-22,03-Jul-23,Area Sales Manager,Jacob Braun,latia.costa@bilearner.com,WBL,Active,Full-Time,Zone B,Temporary,Sales,General - Eng,01-07-1942,CA,Technician,Female,90007,Hispanic,Divorced,Exceeds,4
3435,Jac,McKinzie,18-Aug-18,,Area Sales Manager,Sharon Becker,jac.mckinzie@bilearner.com,NEL,Active,Contract,Zone B,Part-Time,Sales,Executive,15-05-1974,TX,Executive Assistant,Male,78789,Black,Widowed,Exceeds,3
3436,Joseph,Martins,21-Jan-22,29-Jun-23,Area Sales Manager,George Jenkins,joseph.martins@bilearner.com,BPC,Active,Part-Time,Zone B,Temporary,Sales,Engineers,11-11-1949,TX,Engineer,Male,78207,Asian,Widowed,Fully Meets,5
3437,Myriam,Givens,04-Aug-23,,Area Sales Manager,Troy White,myriam.givens@bilearner.com,SVG,Active,Contract,Zone B,Temporary,Sales,Field Operations,26-01-1964,IN,Technician,Female,46204,Other,Single,Fully Meets,5
3449,Gerald,Preston,10-May-23,27-May-23,Area Sales Manager,Ashley Reeves,gerald.preston@bilearner.com,EW,Future Start,Contract,Zone B,Temporary,Sales,General - Eng,18-09-1992,CO,Technician,Male,5168,Black,Single,Fully Meets,5
3457,Milton,Wall,25-Sep-20,,Area Sales Manager,Sara Bell,milton.wall@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Sales,Engineers,23-08-1947,KY,Technician,Female,69189,White,Divorced,Needs Improvement,3
3464,James,Duke,03-Dec-18,09-Sep-22,Area Sales Manager,Mark Harris,james.duke@bilearner.com,PYZ,Active,Contract,Zone B,Full-Time,Sales,Shop (Fleet),17-06-1998,MA,Mechanic,Male,66835,Black,Widowed,Needs Improvement,5
3465,Willow,Stuart,08-Nov-21,,Area Sales Manager,Elizabeth Tapia,willow.stuart@bilearner.com,WBL,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,07-01-1962,MA,Flagger,Male,66150,Asian,Divorced,Needs Improvement,3
3468,Valentin,Reilly,09-Sep-19,,Area Sales Manager,Andres Parker,valentin.reilly@bilearner.com,NEL,Active,Contract,Zone B,Temporary,Sales,Wireline Construction,26-04-1998,KY,Foreman,Female,45453,Black,Single,Fully Meets,4
3469,Ryland,Shepherd,29-Jul-20,05-Jan-23,Area Sales Manager,James Berry,ryland.shepherd@bilearner.com,PL,Future Start,Contract,Zone B,Full-Time,Sales,Field Operations,21-02-1945,TX,Driver,Female,81905,Asian,Divorced,Needs Improvement,3
3483,Jaslene,Harding,26-Sep-21,,Area Sales Manager,Krystal Hamilton,jaslene.harding@bilearner.com,SVG,Active,Part-Time,Zone B,Temporary,Sales,Project Management - Con,19-06-1964,CO,Coordinator,Male,42605,Asian,Widowed,Fully Meets,1
3484,Albert,Gonzalez,29-Aug-18,,Area Sales Manager,Amber Hernandez,albert.gonzalez@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,Sales,General - Con,18-07-1995,CO,Model Assistant,Male,64036,Other,Single,Fully Meets,4
3487,Kimora,Parsons,15-Mar-23,,Area Sales Manager,Jesse Hunt,kimora.parsons@bilearner.com,BPC,Active,Contract,Zone B,Part-Time,Sales,General - Sga,01-02-1994,KY,Administrator,Female,41161,Other,Divorced,Fully Meets,4
3488,Willie,Patterson,09-Sep-22,,Area Sales Manager,Shane Jones,willie.patterson@bilearner.com,CCDR,Active,Contract,Zone B,Full-Time,Sales,Wireline Construction,12-11-1997,KY,Lineman,Female,52499,Asian,Single,Fully Meets,2
3491,Lennon,Buchanan,26-Jan-21,,Area Sales Manager,Tina Nelson,lennon.buchanan@bilearner.com,NEL,Active,Contract,Zone B,Full-Time,Sales,Field Operations,02-06-1973,TX,Driver,Male,39504,White,Widowed,Fully Meets,5
3494,Cohen,Raymond,18-Jun-20,,Area Sales Manager,Jacob Snyder,cohen.raymond@bilearner.com,SVG,Active,Contract,Zone B,Full-Time,Sales,General - Con,08-02-1994,CO,Technician,Male,90983,Black,Single,Fully Meets,4
3495,Tia,Ellis,22-Jun-23,22-Jul-23,Area Sales Manager,Daniel Cabrera,tia.ellis@bilearner.com,TNS,Active,Part-Time,Zone B,Temporary,Sales,Wireline Construction,27-01-1993,IN,Laborer,Male,1115,Other,Married,Fully Meets,4
3500,Nevaeh,Lucas,20-Nov-18,21-Jun-20,Area Sales Manager,Bryan Douglas,nevaeh.lucas@bilearner.com,NEL,Active,Full-Time,Zone B,Part-Time,Sales,Shop (Fleet),25-02-2000,TX,Mechanic,Female,80424,White,Divorced,Fully Meets,1
3504,Javon,Kelley,10-Oct-21,,Area Sales Manager,Gabriela Orr,javon.kelley@bilearner.com,SVG,Active,Full-Time,Zone B,Part-Time,Sales,General - Con,23-08-1980,CO,Laborer,Male,27992,Hispanic,Married,Fully Meets,2
3505,Amaya,Hicks,29-Aug-20,,Area Sales Manager,Michael Wilkins,amaya.hicks@bilearner.com,EW,Active,Contract,Zone B,Temporary,Sales,Field Operations,24-07-1943,IN,Groundman,Male,72324,Hispanic,Widowed,Fully Meets,1
3506,Laila,Woodard,27-Aug-19,10-May-23,Area Sales Manager,Jordan Vega,laila.woodard@bilearner.com,MSC,Active,Full-Time,Zone B,Temporary,Sales,Field Operations,06-07-1988,IN,Technician,Male,38740,Other,Married,Fully Meets,2
3508,Aidan,Harding,13-Jul-21,,Area Sales Manager,Trevor Adkins,aidan.harding@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,Aerial,26-05-1942,OR,Laborer,Male,9385,Asian,Single,Fully Meets,5
3511,Karli,Barker,17-Aug-21,31-Dec-21,Area Sales Manager,Shawn Dudley,karli.barker@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,Sales,Finance & Accounting,18-02-1997,KY,Director,Female,41111,Asian,Divorced,Fully Meets,4
3514,Alexus,Estes,15-Apr-20,,Area Sales Manager,April Randolph,alexus.estes@bilearner.com,BPC,Active,Full-Time,Zone B,Part-Time,Sales,Wireline Construction,03-01-1958,TX,Manager,Male,17419,Asian,Married,Fully Meets,1
3516,Deborah,Love,07-Apr-22,22-Jan-23,Area Sales Manager,Eric Goodman,deborah.love@bilearner.com,SVG,Active,Contract,Zone B,Part-Time,Sales,Project Management - Con,25-06-1988,CO,Coordinator,Male,96350,Asian,Divorced,Fully Meets,5
3518,Roberto,Michael,10-Apr-21,04-Jul-22,Area Sales Manager,Cheryl Henry,roberto.michael@bilearner.com,MSC,Active,Contract,Zone B,Part-Time,Sales,General - Eng,24-05-1969,CA,Coordinator,Female,13249,Hispanic,Married,Fully Meets,2
3524,Emmanuel,Franklin,26-Jul-21,04-May-22,Area Sales Manager,Adam Gibson,emmanuel.franklin@bilearner.com,EW,Future Start,Contract,Zone B,Full-Time,Sales,Field Operations,11-11-1999,TX,Laborer,Male,6074,Asian,Divorced,Fully Meets,2
3525,Clayton,Mccormick,03-Jul-22,10-Jan-23,Area Sales Manager,Stephanie Duke,clayton.mccormick@bilearner.com,MSC,Future Start,Contract,Zone B,Temporary,Sales,General - Con,29-01-1967,TX,Foreman,Male,72264,Hispanic,Single,Fully Meets,2
3526,Darius,Krause,15-Sep-22,,Area Sales Manager,Paige Flores MD,darius.krause@bilearner.com,NEL,Active,Full-Time,Zone B,Full-Time,Sales,General - Con,30-05-1948,TX,Foreman,Male,28282,White,Widowed,Fully Meets,4
3527,Ahmed,Hawkins,01-May-20,25-Feb-21,Area Sales Manager,Hannah Snyder,ahmed.hawkins@bilearner.com,PL,Active,Full-Time,Zone B,Temporary,Sales,Aerial,15-10-1974,CO,Lineman,Male,46645,Black,Married,Fully Meets,1
3530,Zariah,Black,13-Nov-19,,Area Sales Manager,Jenna Weaver,zariah.black@bilearner.com,TNS,Active,Full-Time,Zone B,Part-Time,Sales,Field Operations,16-06-1993,CA,Tower Hand,Female,62321,Black,Widowed,Fully Meets,2
3532,Marlon,Ford,14-Oct-21,,Area Sales Manager,Monique Anderson,marlon.ford@bilearner.com,EW,Active,Part-Time,Zone B,Full-Time,IT/IS,Wireless,27-11-1966,OR,Technician,Female,40306,Black,Widowed,Fully Meets,1
3533,Slade,Griffith,01-Jun-21,16-Jul-23,Area Sales Manager,Kelsey Gibson,slade.griffith@bilearner.com,MSC,Active,Contract,Zone B,Full-Time,Sales,General - Sga,12-11-1966,ND,Administrator,Male,65183,White,Married,Fully Meets,2
3540,Maya,Mccann,12-Mar-20,09-Oct-22,Area Sales Manager,Dakota Robinson,maya.mccann@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,Splicing,09-06-1983,CO,Supervisor,Male,18721,White,Widowed,Exceeds,4
3541,Aaron,Weber,06-Apr-20,24-Jul-23,Area Sales Manager,Melanie Garcia,aaron.weber@bilearner.com,SVG,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,27-10-1991,IN,Technician,Male,78938,Black,Married,Exceeds,2
3546,Paris,Carr,31-Jul-21,27-Jan-23,Area Sales Manager,Jeffrey Huffman,paris.carr@bilearner.com,CCDR,Active,Full-Time,Zone B,Part-Time,Sales,General - Con,14-07-1980,ND,Foreman,Male,35786,Hispanic,Widowed,Exceeds,1
3547,Adriel,Wiggins,20-Jan-22,,Area Sales Manager,Sara Edwards,adriel.wiggins@bilearner.com,BPC,Active,Contract,Zone B,Full-Time,Sales,Project Management - Eng,25-03-1947,KY,Supervisor,Female,1919,Other,Married,Needs Improvement,2
3552,Harper,Ramos,16-Feb-20,03-Jun-20,Area Sales Manager,Maria Chan,harper.ramos@bilearner.com,PL,Active,Full-Time,Zone B,Full-Time,Sales,Field Operations,11-08-1942,CO,Foreman,Male,28714,White,Single,Needs Improvement,1
3556,Damien,Howe,18-Jul-19,15-Jan-20,Area Sales Manager,Sarah Petersen,damien.howe@bilearner.com,CCDR,Active,Full-Time,Zone B,Temporary,Sales,Wireline Construction,16-06-1961,CA,Vp,Male,86009,White,Single,Exceeds,2
3562,Jean,Crimmings,21-May-19,05-Jan-23,Production Technician I,Stephen Rodriguez,jean.crimmings@bilearner.com,CCDR,Future Start,Contract,Zone B,Full-Time,"Production       ",Shop (Fleet),09-04-1954,MA,Manager,Female,1821,Other,Single,Exceeds,2
3563,Nore,Sadki,01-Jan-19,,Production Technician I,Patricia Carter,nore.sadki@bilearner.com,WBL,Active,Contract,Zone B,Full-Time,"Production       ",Field Operations,15-10-1946,MA,Driver,Male,2148,Black,Widowed,PIP,4
3565,Kramer,Keatts,11-Sep-21,,Production Technician I,Diana Good,kramer.keatts@bilearner.com,WBL,Active,Part-Time,Zone B,Full-Time,"Production       ",General - Con,10-05-1968,MA,Lineman,Male,1887,Other,Divorced,Fully Meets,4
